raw_filename,degraded_filename,degradation_type,degraded_path,prompt
raw_0005.png,deg_0005_blurry.png,blurry,degraded\blurry\deg_0005_blurry.png,"A doctor checking a patient in a clean clinic, realistic photo, detailed, natural lighting"
raw_0005.png,deg_0005_noisy.png,noisy,degraded\noisy\deg_0005_noisy.png,"A doctor checking a patient in a clean clinic, realistic photo, detailed, natural lighting"
raw_0005.png,deg_0005_color_shift.png,color_shift,degraded\color_shift\deg_0005_color_shift.png,"A doctor checking a patient in a clean clinic, realistic photo, detailed, natural lighting"
raw_0006.png,deg_0006_dark.png,dark,degraded\dark\deg_0006_dark.png,"A boy flying a kite on a windy beach, realistic photo, detailed, natural lighting"
raw_0006.png,deg_0006_low_contrast.png,low_contrast,degraded\low_contrast\deg_0006_low_contrast.png,"A boy flying a kite on a windy beach, realistic photo, detailed, natural lighting"
raw_0006.png,deg_0006_blurry.png,blurry,degraded\blurry\deg_0006_blurry.png,"A boy flying a kite on a windy beach, realistic photo, detailed, natural lighting"
raw_0006.png,deg_0006_noisy.png,noisy,degraded\noisy\deg_0006_noisy.png,"A boy flying a kite on a windy beach, realistic photo, detailed, natural lighting"
raw_0006.png,deg_0006_color_shift.png,color_shift,degraded\color_shift\deg_0006_color_shift.png,"A boy flying a kite on a windy beach, realistic photo, detailed, natural lighting"
raw_0007.png,deg_0007_dark.png,dark,degraded\dark\deg_0007_dark.png,"A panda eating bamboo in a misty forest, realistic photo, detailed, natural lighting"
raw_0007.png,deg_0007_low_contrast.png,low_contrast,degraded\low_contrast\deg_0007_low_contrast.png,"A panda eating bamboo in a misty forest, realistic photo, detailed, natural lighting"
raw_0007.png,deg_0007_blurry.png,blurry,degraded\blurry\deg_0007_blurry.png,"A panda eating bamboo in a misty forest, realistic photo, detailed, natural lighting"
raw_0007.png,deg_0007_noisy.png,noisy,degraded\noisy\deg_0007_noisy.png,"A panda eating bamboo in a misty forest, realistic photo, detailed, natural lighting"
raw_0007.png,deg_0007_color_shift.png,color_shift,degraded\color_shift\deg_0007_color_shift.png,"A panda eating bamboo in a misty forest, realistic photo, detailed, natural lighting"
raw_0008.png,deg_0008_dark.png,dark,degraded\dark\deg_0008_dark.png,"A photographer taking pictures of a mountain lake, realistic photo, detailed, natural lighting"
raw_0008.png,deg_0008_low_contrast.png,low_contrast,degraded\low_contrast\deg_0008_low_contrast.png,"A photographer taking pictures of a mountain lake, realistic photo, detailed, natural lighting"
raw_0008.png,deg_0008_blurry.png,blurry,degraded\blurry\deg_0008_blurry.png,"A photographer taking pictures of a mountain lake, realistic photo, detailed, natural lighting"
raw_0008.png,deg_0008_noisy.png,noisy,degraded\noisy\deg_0008_noisy.png,"A photographer taking pictures of a mountain lake, realistic photo, detailed, natural lighting"
raw_0008.png,deg_0008_color_shift.png,color_shift,degraded\color_shift\deg_0008_color_shift.png,"A photographer taking pictures of a mountain lake, realistic photo, detailed, natural lighting"
raw_0009.png,deg_0009_dark.png,dark,degraded\dark\deg_0009_dark.png,"A baker decorating a cake in a cozy bakery, realistic photo, detailed, natural lighting"
raw_0009.png,deg_0009_low_contrast.png,low_contrast,degraded\low_contrast\deg_0009_low_contrast.png,"A baker decorating a cake in a cozy bakery, realistic photo, detailed, natural lighting"
raw_0009.png,deg_0009_blurry.png,blurry,degraded\blurry\deg_0009_blurry.png,"A baker decorating a cake in a cozy bakery, realistic photo, detailed, natural lighting"
raw_0009.png,deg_0009_noisy.png,noisy,degraded\noisy\deg_0009_noisy.png,"A baker decorating a cake in a cozy bakery, realistic photo, detailed, natural lighting"
raw_0009.png,deg_0009_color_shift.png,color_shift,degraded\color_shift\deg_0009_color_shift.png,"A baker decorating a cake in a cozy bakery, realistic photo, detailed, natural lighting"
raw_0010.png,deg_0010_dark.png,dark,degraded\dark\deg_0010_dark.png,"A turtle crossing a sandy path near the ocean, realistic photo, detailed, natural lighting"
raw_0010.png,deg_0010_low_contrast.png,low_contrast,degraded\low_contrast\deg_0010_low_contrast.png,"A turtle crossing a sandy path near the ocean, realistic photo, detailed, natural lighting"
raw_0010.png,deg_0010_blurry.png,blurry,degraded\blurry\deg_0010_blurry.png,"A turtle crossing a sandy path near the ocean, realistic photo, detailed, natural lighting"
raw_0010.png,deg_0010_noisy.png,noisy,degraded\noisy\deg_0010_noisy.png,"A turtle crossing a sandy path near the ocean, realistic photo, detailed, natural lighting"
raw_0010.png,deg_0010_color_shift.png,color_shift,degraded\color_shift\deg_0010_color_shift.png,"A turtle crossing a sandy path near the ocean, realistic photo, detailed, natural lighting"
raw_0011.png,deg_0011_dark.png,dark,degraded\dark\deg_0011_dark.png,"A librarian organizing books in a large library, realistic photo, detailed, natural lighting"
raw_0011.png,deg_0011_low_contrast.png,low_contrast,degraded\low_contrast\deg_0011_low_contrast.png,"A librarian organizing books in a large library, realistic photo, detailed, natural lighting"
raw_0011.png,deg_0011_blurry.png,blurry,degraded\blurry\deg_0011_blurry.png,"A librarian organizing books in a large library, realistic photo, detailed, natural lighting"
raw_0011.png,deg_0011_noisy.png,noisy,degraded\noisy\deg_0011_noisy.png,"A librarian organizing books in a large library, realistic photo, detailed, natural lighting"
raw_0011.png,deg_0011_color_shift.png,color_shift,degraded\color_shift\deg_0011_color_shift.png,"A librarian organizing books in a large library, realistic photo, detailed, natural lighting"
raw_0012.png,deg_0012_dark.png,dark,degraded\dark\deg_0012_dark.png,"A robot painting a sunflower in a small garden, realistic photo, detailed, natural lighting"
raw_0012.png,deg_0012_low_contrast.png,low_contrast,degraded\low_contrast\deg_0012_low_contrast.png,"A robot painting a sunflower in a small garden, realistic photo, detailed, natural lighting"
raw_0012.png,deg_0012_blurry.png,blurry,degraded\blurry\deg_0012_blurry.png,"A robot painting a sunflower in a small garden, realistic photo, detailed, natural lighting"
raw_0012.png,deg_0012_noisy.png,noisy,degraded\noisy\deg_0012_noisy.png,"A robot painting a sunflower in a small garden, realistic photo, detailed, natural lighting"
raw_0012.png,deg_0012_color_shift.png,color_shift,degraded\color_shift\deg_0012_color_shift.png,"A robot painting a sunflower in a small garden, realistic photo, detailed, natural lighting"
raw_0013.png,deg_0013_dark.png,dark,degraded\dark\deg_0013_dark.png,"A woman watering plants on a rooftop garden, realistic photo, detailed, natural lighting"
raw_0013.png,deg_0013_low_contrast.png,low_contrast,degraded\low_contrast\deg_0013_low_contrast.png,"A woman watering plants on a rooftop garden, realistic photo, detailed, natural lighting"
raw_0013.png,deg_0013_blurry.png,blurry,degraded\blurry\deg_0013_blurry.png,"A woman watering plants on a rooftop garden, realistic photo, detailed, natural lighting"
raw_0013.png,deg_0013_noisy.png,noisy,degraded\noisy\deg_0013_noisy.png,"A woman watering plants on a rooftop garden, realistic photo, detailed, natural lighting"
raw_0013.png,deg_0013_color_shift.png,color_shift,degraded\color_shift\deg_0013_color_shift.png,"A woman watering plants on a rooftop garden, realistic photo, detailed, natural lighting"
raw_0014.png,deg_0014_dark.png,dark,degraded\dark\deg_0014_dark.png,"A firefighter rescuing a kitten from a tree, realistic photo, detailed, natural lighting"
raw_0014.png,deg_0014_low_contrast.png,low_contrast,degraded\low_contrast\deg_0014_low_contrast.png,"A firefighter rescuing a kitten from a tree, realistic photo, detailed, natural lighting"
raw_0014.png,deg_0014_blurry.png,blurry,degraded\blurry\deg_0014_blurry.png,"A firefighter rescuing a kitten from a tree, realistic photo, detailed, natural lighting"
raw_0014.png,deg_0014_noisy.png,noisy,degraded\noisy\deg_0014_noisy.png,"A firefighter rescuing a kitten from a tree, realistic photo, detailed, natural lighting"
raw_0014.png,deg_0014_color_shift.png,color_shift,degraded\color_shift\deg_0014_color_shift.png,"A firefighter rescuing a kitten from a tree, realistic photo, detailed, natural lighting"
raw_0015.png,deg_0015_dark.png,dark,degraded\dark\deg_0015_dark.png,"A student typing on a laptop in a coffee shop, realistic photo, detailed, natural lighting"
raw_0015.png,deg_0015_low_contrast.png,low_contrast,degraded\low_contrast\deg_0015_low_contrast.png,"A student typing on a laptop in a coffee shop, realistic photo, detailed, natural lighting"
raw_0015.png,deg_0015_blurry.png,blurry,degraded\blurry\deg_0015_blurry.png,"A student typing on a laptop in a coffee shop, realistic photo, detailed, natural lighting"
raw_0015.png,deg_0015_noisy.png,noisy,degraded\noisy\deg_0015_noisy.png,"A student typing on a laptop in a coffee shop, realistic photo, detailed, natural lighting"
raw_0015.png,deg_0015_color_shift.png,color_shift,degraded\color_shift\deg_0015_color_shift.png,"A student typing on a laptop in a coffee shop, realistic photo, detailed, natural lighting"
raw_0016.png,deg_0016_dark.png,dark,degraded\dark\deg_0016_dark.png,"A deer drinking water beside a waterfall, realistic photo, detailed, natural lighting"
raw_0016.png,deg_0016_low_contrast.png,low_contrast,degraded\low_contrast\deg_0016_low_contrast.png,"A deer drinking water beside a waterfall, realistic photo, detailed, natural lighting"
raw_0016.png,deg_0016_blurry.png,blurry,degraded\blurry\deg_0016_blurry.png,"A deer drinking water beside a waterfall, realistic photo, detailed, natural lighting"
raw_0016.png,deg_0016_noisy.png,noisy,degraded\noisy\deg_0016_noisy.png,"A deer drinking water beside a waterfall, realistic photo, detailed, natural lighting"
raw_0016.png,deg_0016_color_shift.png,color_shift,degraded\color_shift\deg_0016_color_shift.png,"A deer drinking water beside a waterfall, realistic photo, detailed, natural lighting"
raw_0017.png,deg_0017_dark.png,dark,degraded\dark\deg_0017_dark.png,"A pilot standing beside a small airplane at sunset, realistic photo, detailed, natural lighting"
raw_0017.png,deg_0017_low_contrast.png,low_contrast,degraded\low_contrast\deg_0017_low_contrast.png,"A pilot standing beside a small airplane at sunset, realistic photo, detailed, natural lighting"
raw_0017.png,deg_0017_blurry.png,blurry,degraded\blurry\deg_0017_blurry.png,"A pilot standing beside a small airplane at sunset, realistic photo, detailed, natural lighting"
raw_0017.png,deg_0017_noisy.png,noisy,degraded\noisy\deg_0017_noisy.png,"A pilot standing beside a small airplane at sunset, realistic photo, detailed, natural lighting"
raw_0017.png,deg_0017_color_shift.png,color_shift,degraded\color_shift\deg_0017_color_shift.png,"A pilot standing beside a small airplane at sunset, realistic photo, detailed, natural lighting"
raw_0018.png,deg_0018_dark.png,dark,degraded\dark\deg_0018_dark.png,"A grandfather teaching a child to play chess in a park, realistic photo, detailed, natural lighting"
raw_0018.png,deg_0018_low_contrast.png,low_contrast,degraded\low_contrast\deg_0018_low_contrast.png,"A grandfather teaching a child to play chess in a park, realistic photo, detailed, natural lighting"
raw_0018.png,deg_0018_blurry.png,blurry,degraded\blurry\deg_0018_blurry.png,"A grandfather teaching a child to play chess in a park, realistic photo, detailed, natural lighting"
raw_0018.png,deg_0018_noisy.png,noisy,degraded\noisy\deg_0018_noisy.png,"A grandfather teaching a child to play chess in a park, realistic photo, detailed, natural lighting"
raw_0018.png,deg_0018_color_shift.png,color_shift,degraded\color_shift\deg_0018_color_shift.png,"A grandfather teaching a child to play chess in a park, realistic photo, detailed, natural lighting"
raw_0019.png,deg_0019_dark.png,dark,degraded\dark\deg_0019_dark.png,"A rabbit hiding behind flowers in a spring meadow, realistic photo, detailed, natural lighting"
raw_0019.png,deg_0019_low_contrast.png,low_contrast,degraded\low_contrast\deg_0019_low_contrast.png,"A rabbit hiding behind flowers in a spring meadow, realistic photo, detailed, natural lighting"
raw_0019.png,deg_0019_blurry.png,blurry,degraded\blurry\deg_0019_blurry.png,"A rabbit hiding behind flowers in a spring meadow, realistic photo, detailed, natural lighting"
raw_0019.png,deg_0019_noisy.png,noisy,degraded\noisy\deg_0019_noisy.png,"A rabbit hiding behind flowers in a spring meadow, realistic photo, detailed, natural lighting"
raw_0019.png,deg_0019_color_shift.png,color_shift,degraded\color_shift\deg_0019_color_shift.png,"A rabbit hiding behind flowers in a spring meadow, realistic photo, detailed, natural lighting"
raw_0020.png,deg_0020_dark.png,dark,degraded\dark\deg_0020_dark.png,"A swimmer diving into a clear blue pool, realistic photo, detailed, natural lighting"
raw_0020.png,deg_0020_low_contrast.png,low_contrast,degraded\low_contrast\deg_0020_low_contrast.png,"A swimmer diving into a clear blue pool, realistic photo, detailed, natural lighting"
raw_0020.png,deg_0020_blurry.png,blurry,degraded\blurry\deg_0020_blurry.png,"A swimmer diving into a clear blue pool, realistic photo, detailed, natural lighting"
raw_0020.png,deg_0020_noisy.png,noisy,degraded\noisy\deg_0020_noisy.png,"A swimmer diving into a clear blue pool, realistic photo, detailed, natural lighting"
raw_0020.png,deg_0020_color_shift.png,color_shift,degraded\color_shift\deg_0020_color_shift.png,"A swimmer diving into a clear blue pool, realistic photo, detailed, natural lighting"
raw_0021.png,deg_0021_dark.png,dark,degraded\dark\deg_0021_dark.png,"A painter sketching a bridge beside a river, realistic photo, detailed, natural lighting"
raw_0021.png,deg_0021_low_contrast.png,low_contrast,degraded\low_contrast\deg_0021_low_contrast.png,"A painter sketching a bridge beside a river, realistic photo, detailed, natural lighting"
raw_0021.png,deg_0021_blurry.png,blurry,degraded\blurry\deg_0021_blurry.png,"A painter sketching a bridge beside a river, realistic photo, detailed, natural lighting"
raw_0021.png,deg_0021_noisy.png,noisy,degraded\noisy\deg_0021_noisy.png,"A painter sketching a bridge beside a river, realistic photo, detailed, natural lighting"
raw_0021.png,deg_0021_color_shift.png,color_shift,degraded\color_shift\deg_0021_color_shift.png,"A painter sketching a bridge beside a river, realistic photo, detailed, natural lighting"
raw_0022.png,deg_0022_dark.png,dark,degraded\dark\deg_0022_dark.png,"A mechanic repairing a motorcycle in a garage, realistic photo, detailed, natural lighting"
raw_0022.png,deg_0022_low_contrast.png,low_contrast,degraded\low_contrast\deg_0022_low_contrast.png,"A mechanic repairing a motorcycle in a garage, realistic photo, detailed, natural lighting"
raw_0022.png,deg_0022_blurry.png,blurry,degraded\blurry\deg_0022_blurry.png,"A mechanic repairing a motorcycle in a garage, realistic photo, detailed, natural lighting"
raw_0022.png,deg_0022_noisy.png,noisy,degraded\noisy\deg_0022_noisy.png,"A mechanic repairing a motorcycle in a garage, realistic photo, detailed, natural lighting"
raw_0022.png,deg_0022_color_shift.png,color_shift,degraded\color_shift\deg_0022_color_shift.png,"A mechanic repairing a motorcycle in a garage, realistic photo, detailed, natural lighting"
raw_0023.png,deg_0023_dark.png,dark,degraded\dark\deg_0023_dark.png,"A teacher carrying a stack of books across a quiet campus, realistic photo, detailed, natural lighting"
raw_0023.png,deg_0023_low_contrast.png,low_contrast,degraded\low_contrast\deg_0023_low_contrast.png,"A teacher carrying a stack of books across a quiet campus, realistic photo, detailed, natural lighting"
raw_0023.png,deg_0023_blurry.png,blurry,degraded\blurry\deg_0023_blurry.png,"A teacher carrying a stack of books across a quiet campus, realistic photo, detailed, natural lighting"
raw_0023.png,deg_0023_noisy.png,noisy,degraded\noisy\deg_0023_noisy.png,"A teacher carrying a stack of books across a quiet campus, realistic photo, detailed, natural lighting"
raw_0023.png,deg_0023_color_shift.png,color_shift,degraded\color_shift\deg_0023_color_shift.png,"A teacher carrying a stack of books across a quiet campus, realistic photo, detailed, natural lighting"
raw_0024.png,deg_0024_dark.png,dark,degraded\dark\deg_0024_dark.png,"A squirrel carrying an acorn along a wooden fence, realistic photo, detailed, natural lighting"
raw_0024.png,deg_0024_low_contrast.png,low_contrast,degraded\low_contrast\deg_0024_low_contrast.png,"A squirrel carrying an acorn along a wooden fence, realistic photo, detailed, natural lighting"
raw_0024.png,deg_0024_blurry.png,blurry,degraded\blurry\deg_0024_blurry.png,"A squirrel carrying an acorn along a wooden fence, realistic photo, detailed, natural lighting"
raw_0024.png,deg_0024_noisy.png,noisy,degraded\noisy\deg_0024_noisy.png,"A squirrel carrying an acorn along a wooden fence, realistic photo, detailed, natural lighting"
raw_0024.png,deg_0024_color_shift.png,color_shift,degraded\color_shift\deg_0024_color_shift.png,"A squirrel carrying an acorn along a wooden fence, realistic photo, detailed, natural lighting"
raw_0025.png,deg_0025_dark.png,dark,degraded\dark\deg_0025_dark.png,"A nurse preparing medicine in a hospital room, realistic photo, detailed, natural lighting"
raw_0025.png,deg_0025_low_contrast.png,low_contrast,degraded\low_contrast\deg_0025_low_contrast.png,"A nurse preparing medicine in a hospital room, realistic photo, detailed, natural lighting"
raw_0025.png,deg_0025_blurry.png,blurry,degraded\blurry\deg_0025_blurry.png,"A nurse preparing medicine in a hospital room, realistic photo, detailed, natural lighting"
raw_0025.png,deg_0025_noisy.png,noisy,degraded\noisy\deg_0025_noisy.png,"A nurse preparing medicine in a hospital room, realistic photo, detailed, natural lighting"
raw_0025.png,deg_0025_color_shift.png,color_shift,degraded\color_shift\deg_0025_color_shift.png,"A nurse preparing medicine in a hospital room, realistic photo, detailed, natural lighting"
raw_0026.png,deg_0026_dark.png,dark,degraded\dark\deg_0026_dark.png,"A magician holding a glowing card on a stage, realistic photo, detailed, natural lighting"
raw_0026.png,deg_0026_low_contrast.png,low_contrast,degraded\low_contrast\deg_0026_low_contrast.png,"A magician holding a glowing card on a stage, realistic photo, detailed, natural lighting"
raw_0026.png,deg_0026_blurry.png,blurry,degraded\blurry\deg_0026_blurry.png,"A magician holding a glowing card on a stage, realistic photo, detailed, natural lighting"
raw_0026.png,deg_0026_noisy.png,noisy,degraded\noisy\deg_0026_noisy.png,"A magician holding a glowing card on a stage, realistic photo, detailed, natural lighting"
raw_0026.png,deg_0026_color_shift.png,color_shift,degraded\color_shift\deg_0026_color_shift.png,"A magician holding a glowing card on a stage, realistic photo, detailed, natural lighting"
raw_0027.png,deg_0027_dark.png,dark,degraded\dark\deg_0027_dark.png,"A businessman waiting for a taxi in the city at night, realistic photo, detailed, natural lighting"
raw_0027.png,deg_0027_low_contrast.png,low_contrast,degraded\low_contrast\deg_0027_low_contrast.png,"A businessman waiting for a taxi in the city at night, realistic photo, detailed, natural lighting"
raw_0027.png,deg_0027_blurry.png,blurry,degraded\blurry\deg_0027_blurry.png,"A businessman waiting for a taxi in the city at night, realistic photo, detailed, natural lighting"
raw_0027.png,deg_0027_noisy.png,noisy,degraded\noisy\deg_0027_noisy.png,"A businessman waiting for a taxi in the city at night, realistic photo, detailed, natural lighting"
raw_0027.png,deg_0027_color_shift.png,color_shift,degraded\color_shift\deg_0027_color_shift.png,"A businessman waiting for a taxi in the city at night, realistic photo, detailed, natural lighting"
raw_0028.png,deg_0028_dark.png,dark,degraded\dark\deg_0028_dark.png,"A monkey opening a coconut in a tropical jungle, realistic photo, detailed, natural lighting"
raw_0028.png,deg_0028_low_contrast.png,low_contrast,degraded\low_contrast\deg_0028_low_contrast.png,"A monkey opening a coconut in a tropical jungle, realistic photo, detailed, natural lighting"
raw_0028.png,deg_0028_blurry.png,blurry,degraded\blurry\deg_0028_blurry.png,"A monkey opening a coconut in a tropical jungle, realistic photo, detailed, natural lighting"
raw_0028.png,deg_0028_noisy.png,noisy,degraded\noisy\deg_0028_noisy.png,"A monkey opening a coconut in a tropical jungle, realistic photo, detailed, natural lighting"
raw_0028.png,deg_0028_color_shift.png,color_shift,degraded\color_shift\deg_0028_color_shift.png,"A monkey opening a coconut in a tropical jungle, realistic photo, detailed, natural lighting"
raw_0029.png,deg_0029_dark.png,dark,degraded\dark\deg_0029_dark.png,"A dancer practicing in a bright studio, realistic photo, detailed, natural lighting"
raw_0029.png,deg_0029_low_contrast.png,low_contrast,degraded\low_contrast\deg_0029_low_contrast.png,"A dancer practicing in a bright studio, realistic photo, detailed, natural lighting"
raw_0029.png,deg_0029_blurry.png,blurry,degraded\blurry\deg_0029_blurry.png,"A dancer practicing in a bright studio, realistic photo, detailed, natural lighting"
raw_0029.png,deg_0029_noisy.png,noisy,degraded\noisy\deg_0029_noisy.png,"A dancer practicing in a bright studio, realistic photo, detailed, natural lighting"
raw_0029.png,deg_0029_color_shift.png,color_shift,degraded\color_shift\deg_0029_color_shift.png,"A dancer practicing in a bright studio, realistic photo, detailed, natural lighting"
raw_0030.png,deg_0030_dark.png,dark,degraded\dark\deg_0030_dark.png,"A fisherman casting a line from a quiet boat, realistic photo, detailed, natural lighting"
raw_0030.png,deg_0030_low_contrast.png,low_contrast,degraded\low_contrast\deg_0030_low_contrast.png,"A fisherman casting a line from a quiet boat, realistic photo, detailed, natural lighting"
raw_0030.png,deg_0030_blurry.png,blurry,degraded\blurry\deg_0030_blurry.png,"A fisherman casting a line from a quiet boat, realistic photo, detailed, natural lighting"
raw_0030.png,deg_0030_noisy.png,noisy,degraded\noisy\deg_0030_noisy.png,"A fisherman casting a line from a quiet boat, realistic photo, detailed, natural lighting"
raw_0030.png,deg_0030_color_shift.png,color_shift,degraded\color_shift\deg_0030_color_shift.png,"A fisherman casting a line from a quiet boat, realistic photo, detailed, natural lighting"
raw_0031.png,deg_0031_dark.png,dark,degraded\dark\deg_0031_dark.png,"A child building a sandcastle by the sea, realistic photo, detailed, natural lighting"
raw_0031.png,deg_0031_low_contrast.png,low_contrast,degraded\low_contrast\deg_0031_low_contrast.png,"A child building a sandcastle by the sea, realistic photo, detailed, natural lighting"
raw_0031.png,deg_0031_blurry.png,blurry,degraded\blurry\deg_0031_blurry.png,"A child building a sandcastle by the sea, realistic photo, detailed, natural lighting"
raw_0031.png,deg_0031_noisy.png,noisy,degraded\noisy\deg_0031_noisy.png,"A child building a sandcastle by the sea, realistic photo, detailed, natural lighting"
raw_0031.png,deg_0031_color_shift.png,color_shift,degraded\color_shift\deg_0031_color_shift.png,"A child building a sandcastle by the sea, realistic photo, detailed, natural lighting"
raw_0032.png,deg_0032_dark.png,dark,degraded\dark\deg_0032_dark.png,"A knight riding a horse through a foggy field, realistic photo, detailed, natural lighting"
raw_0032.png,deg_0032_low_contrast.png,low_contrast,degraded\low_contrast\deg_0032_low_contrast.png,"A knight riding a horse through a foggy field, realistic photo, detailed, natural lighting"
raw_0032.png,deg_0032_blurry.png,blurry,degraded\blurry\deg_0032_blurry.png,"A knight riding a horse through a foggy field, realistic photo, detailed, natural lighting"
raw_0032.png,deg_0032_noisy.png,noisy,degraded\noisy\deg_0032_noisy.png,"A knight riding a horse through a foggy field, realistic photo, detailed, natural lighting"
raw_0032.png,deg_0032_color_shift.png,color_shift,degraded\color_shift\deg_0032_color_shift.png,"A knight riding a horse through a foggy field, realistic photo, detailed, natural lighting"
raw_0033.png,deg_0033_dark.png,dark,degraded\dark\deg_0033_dark.png,"A goose walking across a village road in the morning, realistic photo, detailed, natural lighting"
raw_0033.png,deg_0033_low_contrast.png,low_contrast,degraded\low_contrast\deg_0033_low_contrast.png,"A goose walking across a village road in the morning, realistic photo, detailed, natural lighting"
raw_0033.png,deg_0033_blurry.png,blurry,degraded\blurry\deg_0033_blurry.png,"A goose walking across a village road in the morning, realistic photo, detailed, natural lighting"
raw_0033.png,deg_0033_noisy.png,noisy,degraded\noisy\deg_0033_noisy.png,"A goose walking across a village road in the morning, realistic photo, detailed, natural lighting"
raw_0033.png,deg_0033_color_shift.png,color_shift,degraded\color_shift\deg_0033_color_shift.png,"A goose walking across a village road in the morning, realistic photo, detailed, natural lighting"
raw_0034.png,deg_0034_dark.png,dark,degraded\dark\deg_0034_dark.png,"A child chasing a yellow balloon in a city park, realistic photo, detailed, natural lighting"
raw_0034.png,deg_0034_low_contrast.png,low_contrast,degraded\low_contrast\deg_0034_low_contrast.png,"A child chasing a yellow balloon in a city park, realistic photo, detailed, natural lighting"
raw_0034.png,deg_0034_blurry.png,blurry,degraded\blurry\deg_0034_blurry.png,"A child chasing a yellow balloon in a city park, realistic photo, detailed, natural lighting"
raw_0034.png,deg_0034_noisy.png,noisy,degraded\noisy\deg_0034_noisy.png,"A child chasing a yellow balloon in a city park, realistic photo, detailed, natural lighting"
raw_0034.png,deg_0034_color_shift.png,color_shift,degraded\color_shift\deg_0034_color_shift.png,"A child chasing a yellow balloon in a city park, realistic photo, detailed, natural lighting"
raw_0035.png,deg_0035_dark.png,dark,degraded\dark\deg_0035_dark.png,"A programmer working at a desk with two monitors, realistic photo, detailed, natural lighting"
raw_0035.png,deg_0035_low_contrast.png,low_contrast,degraded\low_contrast\deg_0035_low_contrast.png,"A programmer working at a desk with two monitors, realistic photo, detailed, natural lighting"
raw_0035.png,deg_0035_blurry.png,blurry,degraded\blurry\deg_0035_blurry.png,"A programmer working at a desk with two monitors, realistic photo, detailed, natural lighting"
